"id_transaction","siren","periode","pays_contrepartie","type_flux","nature_service","montant_eur","devise_origine"
"TRX_000359","782062519","2025-09","GB","Import","Support technique",27715.56,"USD"
"TRX_000360","637666647","2025-10","US","Import","Maintenance",16794.15,"USD"
"TRX_000361","464386132","2025-02","IN","Export","Support technique",16116.87,"EUR"
"TRX_000362","763799764","2023-04","CH","Export","Consulting",5615.35,"EUR"
"TRX_000363","648451828","2024-02","AU","Import","Leasing",251249.89,"GBP"
"TRX_000364","581392676","2024-02","CN","Export","Publicité",96.22,"GBP"
"TRX_000365","509623141","2025-01","CN","Export","Consulting",224087.8,"EUR"
"TRX_000366","576361912","2025-10","DE","Import","Services informatiques",87807.25,"EUR"
"TRX_000367","323631095","2025-08","BR","Export","Consulting",109813.52,"GBP"
"TRX_000368","676822243","2023-03","MX","Import","Leasing",107748.7,"USD"
"TRX_000369","702662157","2024-07","BE","Export","Support technique",7932.44,"USD"
"TRX_000370","315788838","2025-01","SE","Import","Consulting",208664.69,"GBP"
"TRX_000371","763799764","2025-12","NL","Export","Logistique",5980.42,"EUR"
"TRX_000372","558882815","2025-05","PL","Export","Maintenance",42707.66,"GBP"
"TRX_000373","685807491","2025-09","AU","Import","Services informatiques",170373.59,"USD"
"TRX_000374","797676830","2024-05","US","Import","Publicité",140323.51,"EUR"
"TRX_000375","608751238","2025-07","BE","Import","Logistique",10039.7,"EUR"
"TRX_000376","447760734","2025-01","CN","Export","Maintenance",669.8,"EUR"
"TRX_000377","354223695","2024-08","BR","Export","Services informatiques",51639.96,"USD"
"TRX_000378","469431876","2023-06","SE","Export","Fret",70846.38,"GBP"
"TRX_000379","767262414","2023-03","MX","Export","Publicité",119846.26,"GBP"
"TRX_000380","414415144","2023-10","DE","Import","Support technique",7619.8,"USD"
"TRX_000381","509623141","2024-10","NL","Import","R&D",118454.22,"USD"
"TRX_000382","763799764","2025-09","GB","Export","R&D",3970.07,"EUR"
"TRX_000383","323631095","2024-11","NL","Import","Logistique",7963.03,"GBP"
"TRX_000384","476518783","2024-05","HK","Export","Leasing",29859.06,"GBP"
"TRX_000385","315788838","2025-01","MX","Export","Services informatiques",106619.58,"EUR"
"TRX_000386","698773401","2023-11","ES","Export","Leasing",162262.77,"GBP"
"TRX_000387","414429749","2024-06","CN","Export","Leasing",25226.4,"EUR"
"TRX_000388","676911174","2023-04","ES","Export","Leasing",78792.79,"USD"
"TRX_000389","884164131","2023-04","IN","Export","Leasing",142027.43,"EUR"
"TRX_000390","462492166","2023-06","SE","Import","Fret",7077,"GBP"
"TRX_000391","714974780","2024-10","JP","Import","Maintenance",91127.57,"GBP"
"TRX_000392","714974780","2024-10","BE","Export","Consulting",88198.82,"USD"
"TRX_000393","558882815","2023-06","IN","Export","Maintenance",174989.5,"EUR"
"TRX_000394","440873661","2023-08","DE","Import","Consulting",4690.23,"EUR"
"TRX_000395","399658599","2025-09","CN","Import","Courtage",79892.8,"GBP"
"TRX_000396","676911174","2024-12","DE","Import","Consulting",35852.13,"GBP"
"TRX_000397","622740591","2025-08","CA","Import","Consulting",22479.72,"EUR"
"TRX_000398","685807491","2024-10","GB","Import","Maintenance",26202.64,"EUR"
"TRX_000399","714974780","2023-08","BR","Import","Logistique",81985.62,"EUR"
"TRX_000400","622525805","2025-10","MX","Import","Consulting",134298.43,"USD"
"TRX_000401","525722212","2024-08","SE","Export","R&D",176322.56,"EUR"
"TRX_000402","315788838","2023-02","AU","Import","Maintenance",140438.97,"EUR"
"TRX_000403","723490657","2025-04","SG","Export","Support technique",52195.72,"GBP"
"TRX_000404","338158626","2024-09","JP","Import","Services informatiques",5223.37,"GBP"
"TRX_000405","508162482","2024-10","BE","Import","Maintenance",1831.06,"GBP"
"TRX_000406","696944942","2025-08","CH","Export","Logistique",247481.45,"EUR"
"TRX_000407","536511620","2024-08","BR","Export","Logistique",52182.6,"EUR"
"TRX_000408","767262414","2024-04","PL","Export","Publicité",135356.1,"USD"
"TRX_000409","469431876","2023-05","CA","Export","Publicité",88945.59,"EUR"
"TRX_000410","736532681","2023-07","IT","Export","Services informatiques",105727.96,"GBP"
"TRX_000411","622740591","2024-10","CH","Import","Publicité",149706.19,"USD"
"TRX_000412","723490657","2023-07","MX","Export","Consulting",23501.37,"GBP"
"TRX_000413","414415144","2025-03","IT","Import","R&D",106772.35,"EUR"
"TRX_000414","719557960","2023-08","IN","Import","Leasing",65947.08,"EUR"
"TRX_000415","395721344","2025-03","HK","Import","Fret",45811.86,"GBP"
"TRX_000416","516076352","2023-01","SE","Import","Services informatiques",121306.19,"EUR"
"TRX_000417","847381352","2025-03","SG","Export","Logistique",34556.78,"GBP"
"TRX_000418","405807560","2024-07","JP","Export","Services informatiques",36765.32,"GBP"
"TRX_000419","329870562","2024-09","PL","Import","Courtage",96585.35,"EUR"
"TRX_000420","892617147","2023-03","NL","Export","Services informatiques",113204.29,"GBP"
"TRX_000421","462492166","2023-03","IN","Import","Fret",153374.41,"EUR"
"TRX_000422","793532236","2023-04","JP","Export","Consulting",31676.05,"GBP"
"TRX_000423","676911174","2023-06","HK","Import","Services informatiques",144153.3,"USD"
"TRX_000424","403952015","2023-11","AU","Import","Leasing",10208.07,"GBP"
"TRX_000425","508284398","2024-10","MX","Import","Leasing",3016.28,"GBP"
"TRX_000426","521138762","2025-01","AU","Export","Consulting",40635.43,"GBP"
"TRX_000427","696944942","2025-03","CA","Export","R&D",129097.96,"EUR"
"TRX_000428","395721344","2023-01","HK","Import","Consulting",118196,"EUR"
"TRX_000429","356174702","2023-01","IT","Export","Leasing",262168.06,"GBP"
"TRX_000430","683870524","2023-05","PL","Import","Fret",90465.64,"EUR"
"TRX_000431","393360074","2025-07","IT","Import","Consulting",95318.11,"USD"
"TRX_000432","464357789","2024-07","US","Import","R&D",161626.49,"EUR"
"TRX_000433","508162482","2025-04","CN","Import","Fret",82370.9,"EUR"
"TRX_000434","414429749","2023-02","SE","Export","Maintenance",44292,"EUR"
"TRX_000435","516233750","2024-01","GB","Export","Services informatiques",273510.42,"EUR"
"TRX_000436","767262414","2025-05","BR","Export","Consulting",35482.5,"USD"
"TRX_000437","689511328","2025-04","BR","Import","R&D",215915.09,"EUR"
"TRX_000438","673251982","2024-10","SG","Import","Support technique",20550.84,"USD"
"TRX_000439","591828838","2023-10","NL","Import","Logistique",122803.95,"GBP"
"TRX_000440","892617147","2023-02","JP","Export","R&D",95442.88,"USD"
"TRX_000441","856514727","2024-03","DE","Export","Publicité",28939.36,"GBP"
"TRX_000442","823568584","2025-07","IT","Export","Fret",28810.85,"GBP"
"TRX_000443","600444026","2025-01","PL","Export","Services informatiques",170182.35,"GBP"
"TRX_000444","433935973","2025-11","IT","Import","Publicité",92640.28,"USD"
"TRX_000445","815697976","2025-12","CN","Export","Support technique",42463.22,"USD"
"TRX_000446","797676830","2023-05","IN","Export","Leasing",4647.2,"EUR"
"TRX_000447","767464543","2024-02","CH","Import","Services informatiques",153711.82,"USD"
"TRX_000448","720493468","2025-03","CN","Import","Leasing",19698.42,"EUR"
"TRX_000449","767262414","2025-02","MX","Import","Publicité",91733.42,"GBP"
"TRX_000450","723490657","2025-03","NL","Export","Consulting",64322.14,"EUR"
"TRX_000451","561267069","2024-09","MX","Import","Consulting",53248.42,"GBP"
"TRX_000452","533673301","2023-04","CH","Export","Support technique",72313.88,"GBP"
"TRX_000453","861172712","2023-08","US","Import","Services informatiques",63672.66,"GBP"
"TRX_000454","861172712","2023-07","BE","Export","Publicité",168929.39,"USD"
"TRX_000455","579634961","2025-11","IT","Import","Maintenance",14766.12,"EUR"
"TRX_000456","721548039","2025-09","US","Import","Leasing",12907.85,"GBP"
"TRX_000457","837130741","2025-03","SG","Import","Maintenance",44667.18,"USD"
"TRX_000458","694567969","2025-07","CH","Export","Support technique",89236.98,"EUR"
"TRX_000459","469431876","2024-12","PL","Export","Fret",105624.04,"EUR"
"TRX_000460","354223695","2025-11","SE","Import","Support technique",151249.51,"GBP"
"TRX_000461","309150406","2025-06","CN","Export","Consulting",27119.43,"USD"
"TRX_000462","647310851","2025-12","NL","Export","Publicité",41475.18,"GBP"
"TRX_000463","464386132","2024-05","ES","Import","Support technique",160748.95,"GBP"
"TRX_000464","462492166","2025-12","US","Export","Consulting",14231.23,"USD"
"TRX_000465","414415144","2023-06","BR","Export","Leasing",115923.89,"USD"
"TRX_000466","877640240","2025-05","AU","Import","Courtage",38228.5,"USD"
"TRX_000467","691448741","2023-03","BE","Import","Maintenance",8496.09,"GBP"
"TRX_000468","329870562","2024-06","CA","Export","Consulting",301859.01,"GBP"
"TRX_000469","447760734","2025-08","US","Export","Support technique",32526.32,"GBP"
"TRX_000470","54163145192","2024-07","HK","Export","Leasing",146849.96,"USD"
"TRX_000471","588475975","2024-03","GB","Import","Logistique",242198.49,"GBP"
"TRX_000472","373676741","2025-04","DE","Import","Maintenance",66175.58,"USD"
"TRX_000473","518566719","2024-10","ES","Import","Logistique",33392.09,"EUR"
"TRX_000474","608751238","2024-08","MX","Export","Fret",154842.76,"GBP"
"TRX_000475","469116354","2023-03","BR","Import","Courtage",42715.14,"USD"
"TRX_000476","414429749","2023-05","ES","Import","Fret",106490.17,"EUR"
"TRX_000477","407242734","2025-04","CA","Import","R&D",48811.5,"EUR"
"TRX_000478","807180823","2024-01","BR","Import","Publicité",208217.02,"GBP"
"TRX_000479","685807491","2024-12","NL","Import","Consulting",96633.1,"GBP"
"TRX_000480","683870524","2023-07","ZA","Export","Services informatiques",155540.88,"GBP"
"TRX_000481","774235526","2025-03","BE","Import","Fret",29900.7,"GBP"
"TRX_000482","410125118","2025-10","IT","Export","Services informatiques",145615.71,"GBP"
"TRX_000483","395721344","2024-05","CH","Export","Fret",174452.04,"EUR"
"TRX_000484","896319729","2025-04","PL","Export","Publicité",136825.67,"EUR"
"TRX_000485","689511328","2023-02","HK","Export","R&D",38646.66,"EUR"
"TRX_000486","416169572","2025-08","HK","Export","Publicité",4471.34,"USD"
"TRX_000487","767262414","2024-01","CN","Export","Logistique",206368.8,"USD"
"TRX_000488","309150406","2024-03","HK","Import","Services informatiques",35655.86,"USD"
"TRX_000489","884164131","2024-12","SE","Export","R&D",30768.71,"EUR"
"TRX_000490","673251982","2023-01","ES","Import","Fret",242210.05,"EUR"
"TRX_000491","700998588","2023-10","JP","Export","Consulting",80641.53,"EUR"
"TRX_000492","576361912","2023-09","IT","Import","Publicité",154454.32,"GBP"
"TRX_000493","516233750","2023-12","CA","Import","Publicité",79862.51,"EUR"
"TRX_000494","657370909","2025-11","PL","Export","Maintenance",78080.88,"GBP"
"TRX_000495","382709835","2024-04","SE","Export","Courtage",76713.33,"EUR"
"TRX_000496","315788838","2024-08","GB","Export","Maintenance",13357.39,"USD"
"TRX_000497","793532236","2024-10","HK","Export","Leasing",128385.22,"GBP"
"TRX_000498","703507416","2023-12","IT","Import","Consulting",105414.58,"GBP"
"TRX_000499","614220298","2023-08","IT","Import","Logistique",158610.77,"EUR"
"TRX_000500","774235526","2025-06","CN","Export","Publicité",109812.57,"EUR"
"TRX_000501","558882815","2024-05","HK","Export","Leasing",176172.2,"GBP"
"TRX_000502","393166433","2024-02","CN","Import","Courtage",8212.2,"GBP"
"TRX_000503","414415144","2024-12","HK","Import","Support technique",111171.13,"USD"
"TRX_000504","440608028","2024-10","AU","Import","R&D",146428.82,"EUR"
"TRX_000505","433935973","2023-05","CH","Export","Fret",120519.23,"USD"
"TRX_000506","561267069","2024-06","NL","Import","Logistique",56965.43,"EUR"
"TRX_000507","521138762","2024-05","JP","Export","R&D",35669.34,"USD"
"TRX_000508","375657968","2025-06","CH","Export","Maintenance",106053.2,"EUR"
"TRX_000509","884061319","2025-03","BR","Export","Services informatiques",166992.41,"EUR"
"TRX_000510","533673301","2025-07","SG","Import","Publicité",98539.86,"GBP"
"TRX_000511","375657968","2023-04","IT","Import","Consulting",30041.64,"GBP"
"TRX_000512","330600273","2025-08","US","Export","Leasing",2215.16,"EUR"
"TRX_000513","614220298","2024-10","GB","Export","Support technique",149983.52,"GBP"
"TRX_000514","630180145","2024-02","PL","Import","Logistique",74998.9,"EUR"
"TRX_000515","503082497","2023-05","IT","Export","Consulting",26327.84,"USD"
"TRX_000516","887981678","2024-10","SE","Import","Consulting",135464.19,"EUR"
"TRX_000517","373676741","2025-11","AU","Export","Support technique",149661.3,"GBP"
"TRX_000518","630180145","2024-02","BE","Import","Maintenance",29602.76,"GBP"
"TRX_000519","778245953","2025-12","CN","Import","R&D",9432.49,"EUR"
"TRX_000520","407242734","2024-08","MX","Export","Services informatiques",88600.01,"EUR"
"TRX_000521","807180823","2025-03","JP","Export","Leasing",97336.59,"USD"
"TRX_000522","508162482","2023-03","AU","Export","Maintenance",241126.66,"USD"
"TRX_000523","309150406","2025-05","CH","Import","Leasing",207235.03,"GBP"
"TRX_000524","648451828","2023-08","DE","Import","Leasing",32096.59,"EUR"
"TRX_000525","685664947","2024-02","PL","Import","Leasing",57473.13,"EUR"
"TRX_000526","421210989","2025-10","ES","Import","Courtage",180046.39,"GBP"
"TRX_000527","836586521","2025-05","PL","Export","Consulting",45018.55,"EUR"
"TRX_000528","590726816","2025-05","DE","Export","Maintenance",34786.27,"EUR"
"TRX_000529","399658599","2024-06","CH","Export","Fret",194313.79,"GBP"
"TRX_000530","657370909","2024-05","ES","Import","R&D",102771.75,"EUR"
"TRX_000531","714974780","2024-02","SG","Export","Courtage",148592.48,"GBP"
"TRX_000532","698773401","2025-08","IT","Import","Fret",40900.35,"USD"
"TRX_000533","701750464","2024-04","CN","Export","Courtage",373.94,"USD"
"TRX_000534","782062519","2023-10","NL","Export","Leasing",217182.46,"USD"
"TRX_000535","558882815","2023-11","IN","Import","Courtage",133415.54,"GBP"
"TRX_000536","622740591","2023-11","DE","Export","Publicité",16640.34,"USD"
"TRX_000537","764929686","2023-12","BE","Import","Services informatiques",61047.68,"USD"
"TRX_000538","414429749","2023-08","DE","Export","Fret",4837.17,"EUR"
"TRX_000539","518566719","2025-04","HK","Import","Fret",33386.68,"EUR"
"TRX_000540","414429749","2025-11","ZA","Export","Maintenance",12224.49,"EUR"
"TRX_000541","622740591","2025-05","IN","Export","Logistique",74726.15,"USD"
"TRX_000542","561267069","2023-11","CN","Import","Leasing",8948.15,"EUR"
"TRX_000543","877640240","2025-10","SE","Import","Maintenance",135584.21,"GBP"
"TRX_000544","440873661","2025-01","ZA","Export","Consulting",182365.18,"EUR"
"TRX_000545","509623141","2023-03","BE","Export","Leasing",224215.61,"EUR"
"TRX_000546","702445345","2025-02","CH","Import","Courtage",173445.29,"GBP"
"TRX_000547","676822243","2024-03","US","Import","Fret",191771.26,"EUR"
"TRX_000548","744461512","2025-02","CN","Import","Services informatiques",192855.96,"GBP"
"TRX_000549","616907383","2025-11","HK","Export","Fret",123712.7,"EUR"
"TRX_000550","763468302","2025-11","HK","Import","Consulting",25983.52,"USD"
"TRX_000551","702662157","2025-09","SE","Import","Courtage",203662.55,"GBP"
"TRX_000552","407154879","2025-07","AU","Import","Consulting",13379.44,"USD"
"TRX_000553","375657968","2024-11","IT","Export","Fret",9863.62,"GBP"
"TRX_000554","896319729","2025-01","CH","Import","Maintenance",158924.62,"USD"
"TRX_000555","896319729","2024-04","IT","Import","Courtage",117232.62,"GBP"
"TRX_000556","440608028","2025-02","NL","Import","R&D",173731.36,"GBP"
"TRX_000557","714974780","2024-10","US","Export","Fret",265513.67,"GBP"
"TRX_000558","683870524","2023-10","MX","Export","Services informatiques",96685.31,"USD"
"TRX_000559","414429749","2025-03","CA","Import","Courtage",31623.09,"EUR"
"TRX_000560","393166433","2025-02","IT","Import","Courtage",105935.77,"USD"
"TRX_000561","576361912","2024-07","ZA","Export","Logistique",213774.12,"GBP"
"TRX_000562","537199735","2025-07","CN","Export","Fret",103493.61,"EUR"
"TRX_000563","464386132","2023-11","IN","Export","Support technique",329026.39,"USD"
"TRX_000564","793532236","2024-12","JP","Import","Leasing",99946.98,"EUR"
"TRX_000565","683870524","2023-06","SE","Import","Maintenance",38509.34,"USD"
"TRX_000566","525722212","2024-09","PL","Export","Services informatiques",11956.02,"USD"
"TRX_000567","469116354","2023-12","ES","Export","Maintenance",116716.4,"EUR"
"TRX_000568","542642532","2023-06","GB","Import","Maintenance",74134.05,"USD"
"TRX_000569","323631095","2024-06","ES","Import","Publicité",145569.95,"USD"
"TRX_000570","763468302","2025-09","BR","Import","Support technique",164506.9,"GBP"
"TRX_000571","354223695","2024-12","AU","Import","Publicité",102260.02,"USD"
"TRX_000572","469116354","2023-03","MX","Import","Support technique",35311.85,"GBP"
"TRX_000573","433935973","2024-12","IT","Import","Leasing",49095.2,"GBP"
"TRX_000574","469431876","2023-08","BE","Import","Courtage",177796.21,"USD"
"TRX_000575","695390113","2025-09","US","Import","Fret",128415.23,"GBP"
"TRX_000576","622740591","2025-11","JP","Import","Maintenance",102882.4,"USD"
"TRX_000577","356174702","2023-09","SG","Import","R&D",58792.42,"EUR"
"TRX_000578","765787874","2024-04","IN","Import","Fret",50984.11,"GBP"
