"siren","pays_partenaire","annee","type_relation","taux_detention","flux_equity","flux_pret_intragroupe","stock_ide","raison_sociale","secteur_activite"
"464357789","DE",2024,"Joint Venture",0.635,-196657.85,59498.16,553689.54,"Société_Française_77","Culture"
"837130741","ZA",2025,"Autre",0.3188,49193.91,73241.51,658532,"Dassault Systèmes","Logiciels"
"474486842","ZA",2024,"Partenaire stratégique",0.0998,-243553.51,85295.52,496697.81,"Société_Française_132","Hôtellerie"
"760373229","MX",2025,"Autre",0.1095,-177735,-44064.86,782024.18,"Casino","Grande distribution"
"689511328","US",2024,"Succursale",0.8351,80537.52,-42152.78,790473.63,"Bouygues Telecom","Télécommunications"
"557866768","HK",2023,"Maison Mère",0.2738,82413.53,-159017.31,264817.52,"Société_Française_104","Santé"
"836586521","AU",2024,"Autre",0.5032,-51846.2,49907.93,273501.37,"Société_Française_79","Technologie"
"332637911","BR",2024,"Autre",0.573,-120616.04,-69445.46,267975.21,"Société_Française_96","Culture"
"525722212","HK",2024,"Autre",0.0556,-85256.34,-23961.18,438015.61,"Société_Française_90","Hôtellerie"
"347556303","CH",2025,"Joint Venture",0.7809,-136516.33,189119.45,154385.88,"Société_Française_84","Hôtellerie"
"698773401","BR",2023,"Joint Venture",0.5571,-57247.35,-121861.97,785499.48,"Thales","Défense"
"765787874","US",2024,"Filiale",0.6332,-153869.31,-30831.23,588137.68,"Valeo","Équipement automobile"
"407242734","ES",2024,"Succursale",0.7151,-18029.05,25053.24,477886.46,"Servier","Pharmaceutique"
"393360074","CA",2025,"Autre",0.3974,-255284.04,19656.17,611459.31,"Air Liquide","Industrie"
"701750464","PL",2023,"Joint Venture",0.717,-53483.9,-18428.34,280231.18,"Société_Française_135","Construction"
"518566719","BR",2024,"Filiale",0.259,341166.95,-43177.15,841070.03,"Hermès International","Luxe"
"503082497","HK",2024,"Filiale",0.8165,-66063.58,131018.26,482043.68,"Nexity","Immobilier"
"429562558","AU",2023,"Succursale",0.3431,103291.66,-3500.58,436177.18,"Société_Française_113","Énergie"
"379596645","JP",2024,"Succursale",0.1571,99679.43,-132362.78,48724.99,"Société_Française_138","Agriculture"
"700998588","BE",2023,"Joint Venture",0.6918,-482469.18,-153891.96,1065157.61,"Société_Française_146","Services"
"508162482","DE",2023,"Joint Venture",0.2582,182440.78,28041.7,311066.77,"LVMH","Luxe"
"509623141","SG",2023,"Joint Venture",0.7048,-84756.18,6573.65,605708.01,"Boulanger","Distribution spécialisée"
"405807560","GB",2025,"Succursale",0.9366,12799.9,15171.32,807.57,"EDF","Énergie"
"691448741","CA",2023,"Succursale",0.2536,-24026.08,67727.51,700831.13,"Société_Française_130","Technologie"
"688560550","CH",2023,"Maison Mère",0.39,1514.87,-27724.12,868004.31,"Unibail-Rodamco-Westfield","Immobilier commercial"
"407242734","ES",2024,"Succursale",0.7876,286553.48,92090.94,643944.94,"Servier","Pharmaceutique"
"703507416","CH",2025,"Partenaire stratégique",0.8017,78343.83,-69646.88,486668.59,"Société_Française_99","Hôtellerie"
"859293323","BE",2025,"Autre",0.2126,-77722.29,200014.77,1113784.97,"Renault","Automobile"
"797676830","IN",2024,"Succursale",0.6058,-185933.24,-61529.11,283887.61,"Stellantis","Automobile"
"700998588","MX",2023,"Partenaire stratégique",0.3873,-134997.91,-48244.05,353402.65,"Société_Française_146","Services"
"896319729","CA",2024,"Maison Mère",0.3575,141768.1,-29636.35,453280.87,"Bolloré","Multisectoriel"
"407154879","GB",2025,"Joint Venture",0.7049,-69257.73,-20939.95,374920.72,"Société_Française_76","Commerce"
"767262414","ES",2025,"Succursale",0.974,-90958.8,142027.15,84034.19,"Atos","Services informatiques"
"720493468","BR",2023,"Filiale",0.3939,-135330.74,-15357.31,726642.71,"Faurecia","Équipement automobile"
"861172712","BR",2023,"Partenaire stratégique",0.8948,-47434.82,109345.94,674385.38,"Société_Française_108","Santé"
"462492166","IT",2025,"Autre",0.2019,-81516.6,-100474.97,361052.25,"Société_Française_112","Santé"
"723490657","IN",2025,"Filiale",0.3404,-63378.02,-92549.99,410518.9,"Elior","Restauration collective"
"683870524","ZA",2025,"Filiale",0.5813,-230701.65,87367.26,787299.07,"Société_Française_111","Culture"
"702662157","BR",2025,"Maison Mère",0.7914,107763.81,-73933.79,538972.55,"Bouygues","BTP"
"579634961","BE",2025,"Maison Mère",0.4584,-105616.11,25638.5,634991.01,"Société_Française_81","Transport"
"469431876","BE",2025,"Maison Mère",0.7132,-164621.97,20243.63,456181.26,"Auchan","Grande distribution"
"433935973","HK",2023,"Succursale",0.8095,-630.42,127851.96,918079.67,"Société_Française_134","Environnement"
"579634961","NL",2025,"Maison Mère",0.3706,118994.35,-20586.85,368723.44,"Société_Française_81","Transport"
"591828838","JP",2024,"Partenaire stratégique",0.2883,133054.3,-58865.43,435018.91,"Société_Française_126","Industrie"
"647310851","AU",2025,"Partenaire stratégique",0.4906,-306298.08,26466.62,1143342.05,"Société_Française_105","Transport"
"586146491","BR",2024,"Autre",0.5138,-196084.51,-23191.87,598546.41,"Société_Française_148","Transport"
"332637911","JP",2024,"Autre",0.4559,-20815.26,119500.13,481024.3,"Société_Française_96","Culture"
"581392676","HK",2024,"Succursale",0.8713,-162650.4,-330.16,472582.85,"Kering","Luxe"
"403952015","HK",2023,"Autre",0.9423,-143946.43,34888.15,505726.96,"Saint-Gobain","Matériaux de construction"
"354223695","JP",2023,"Filiale",0.7915,-230370.86,-94806.54,376280.72,"Société_Française_85","Culture"
"716364994","DE",2023,"Autre",0.1835,-98012.46,37436.62,896641.29,"Société_Française_82","Construction"
"474486842","BR",2023,"Joint Venture",0.9741,384451.88,63249.29,796473.13,"Société_Française_132","Hôtellerie"
"503082497","JP",2024,"Filiale",0.2653,86070.15,-25942.46,506453.51,"Nexity","Immobilier"
"509623141","JP",2024,"Joint Venture",0.2431,-31774.09,-147163.7,777015.51,"Boulanger","Distribution spécialisée"
"379596645","ZA",2023,"Maison Mère",0.5305,37460.52,14077.53,557574.42,"Société_Française_138","Agriculture"
"558882815","AU",2025,"Partenaire stratégique",0.4444,129617.46,-33110.42,442323.04,"Société_Française_143","Technologie"
"622525805","MX",2025,"Partenaire stratégique",0.2468,2144.19,34570.26,99056.12,"Eiffage","BTP"
"440873661","HK",2025,"Succursale",0.9536,-35743.33,-53840.22,510463.53,"Société_Française_94","Commerce"
"837130741","CH",2025,"Partenaire stratégique",0.9576,-66162.72,-87574.23,533988.76,"Dassault Systèmes","Logiciels"
"836586521","US",2025,"Filiale",0.338,-127363.78,-96407.16,260536.67,"Société_Française_79","Technologie"
"405807560","NL",2025,"Succursale",0.845,93003.62,19955.68,550704.58,"EDF","Énergie"
"533673301","ES",2024,"Succursale",0.3927,84461.63,34339.78,456253.71,"Michelin","Équipement automobile"
"576361912","CA",2023,"Autre",0.8736,-242092.33,47550.95,495409.87,"Klépierre","Immobilier commercial"
"533673301","NL",2025,"Partenaire stratégique",0.2906,197973.06,-32557.99,481615.58,"Michelin","Équipement automobile"
"696944942","SG",2023,"Joint Venture",0.0618,5147.62,48321.29,756575.96,"TotalEnergies","Énergie"
"588475975","IT",2024,"Maison Mère",0.2271,-155504.94,-13378.78,579977.53,"Criteo","Publicité en ligne"
"347556303","DE",2023,"Filiale",0.0955,136570.25,87980.79,350604.22,"Société_Française_84","Hôtellerie"
"576361912","DE",2023,"Maison Mère",0.1427,-220862.55,-53707.4,177229.28,"Klépierre","Immobilier commercial"
"476535691","AU",2025,"Filiale",0.3098,100509.9,109748.33,247546.16,"Société_Française_141","Santé"
"503082497","GB",2023,"Partenaire stratégique",0.5167,-148343.85,17153.66,163641.92,"Nexity","Immobilier"
"703507416","ZA",2024,"Partenaire stratégique",0.2578,-37841.08,-72320.47,649509.48,"Société_Française_99","Hôtellerie"
"797676830","IT",2025,"Joint Venture",0.4296,74588.1,-7123.63,136495.9,"Stellantis","Automobile"
"847381352","GB",2025,"Filiale",0.8549,122729.58,64465.96,154149.92,"Leclerc","Grande distribution"
"464357789","SE",2025,"Maison Mère",0.1705,-63802.87,-112665.51,627960.77,"Société_Française_77","Culture"
"403952015","HK",2025,"Succursale",0.9951,59658.95,-35321.5,617771.24,"Saint-Gobain","Matériaux de construction"
"309150406","PL",2023,"Joint Venture",0.2641,-66228.48,19160.8,561797.18,"Savencia","Agroalimentaire"
"421210989","CH",2023,"Maison Mère",0.7121,124479.71,-74830.68,322498.97,"Société_Française_88","Commerce"
"637666647","MX",2024,"Filiale",0.8703,-30616.78,-76245.57,597101.14,"L'Oréal","Cosmétiques"
"416169572","GB",2024,"Joint Venture",0.3401,248156.23,-4856.86,206589.34,"Société_Française_122","Transport"
"440608028","CA",2023,"Partenaire stratégique",0.3594,-7475.36,-55982.33,415848.25,"Société_Française_101","Construction"
"630180145","HK",2025,"Partenaire stratégique",0.5678,14382.73,18825.93,634688.46,"Société_Française_116","Santé"
"861172712","ZA",2023,"Succursale",0.6936,-36078.7,66398.74,207726.21,"Société_Française_108","Santé"
"688560550","MX",2025,"Autre",0.7898,14506.53,14560.87,312282.24,"Unibail-Rodamco-Westfield","Immobilier commercial"
"763799764","SG",2025,"Autre",0.4726,-144489.47,21585.78,368019.36,"Société_Française_92","Hôtellerie"
"716364994","GB",2023,"Filiale",0.1164,86268.46,111034.62,608241.26,"Société_Française_82","Construction"
"429562558","SE",2024,"Maison Mère",0.0738,-242775.73,-38015.89,147546.11,"Société_Française_113","Énergie"
"782062519","CA",2023,"Partenaire stratégique",0.474,50403.56,43699.99,123642.73,"Dassault Aviation","Aérospatial"
"608751238","BR",2025,"Maison Mère",0.9845,-276983.4,-36401.02,441434.95,"Société_Française_125","Services"
"629877872","GB",2023,"Joint Venture",0.6369,-100310.13,-36561.89,327667.88,"Société_Française_110","Hôtellerie"
"407242734","BE",2025,"Filiale",0.7607,167018.42,-10871.39,846372.99,"Servier","Pharmaceutique"
"622740591","BE",2025,"Partenaire stratégique",0.7746,62786.66,-122523.15,643986.14,"Société_Française_119","Technologie"
"403952015","PL",2023,"Autre",0.8754,-59947.56,-2221.48,556017.75,"Saint-Gobain","Matériaux de construction"
"332637911","MX",2025,"Autre",0.4667,109706.37,-54813.82,368058.72,"Société_Française_96","Culture"
"469431876","BR",2023,"Filiale",0.7421,22856.22,24453.49,302135.76,"Auchan","Grande distribution"
"525722212","CH",2025,"Filiale",NA,-164324.68,-21976.06,244669.56,"Société_Française_90","Hôtellerie"
"657370909","PL",2023,"Autre",0.9329,-232465.44,49597.03,247796.81,"Société_Française_149","Technologie"
"524232458","HK",2025,"Partenaire stratégique",0.7674,219754.3,79195.94,226123.27,"Geodis","Logistique"
"566062183","BR",2023,"Succursale",0.5821,-148067.49,98365.46,120043.23,"Orange","Télécommunications"
"416169572","IN",2024,"Filiale",0.9435,-11238.58,-47686.37,444890,"Société_Française_122","Transport"
"533673301","IT",2024,"Partenaire stratégique",0.3705,143046.49,91875.09,752308.22,"Michelin","Équipement automobile"
"590726816","NL",2025,"Succursale",0.3425,-212404.78,-169515.03,423787.48,"Veolia","Services environnementaux"
"763799764","HK",2024,"Filiale",0.6103,-112093.7,-66778.98,934092.33,"Société_Française_92","Hôtellerie"
"764929686","SG",2024,"Succursale",0.8568,6302.86,120310.54,705367.79,"Société_Française_150","Commerce"
"579634961","MX",2025,"Filiale",0.1798,148692.49,65896.99,770114.17,"Société_Française_81","Transport"
"464357789","CA",2025,"Succursale",0.8294,27559.79,14173.8,274472.21,"Société_Française_77","Culture"
"509623141","US",2025,"Autre",0.1511,7139.27,-100775.83,54408.55,"Boulanger","Distribution spécialisée"
"464357789","JP",2023,"Joint Venture",0.5002,-304626.82,48257.81,947125.66,"Société_Française_77","Culture"
"407242734","DE",2025,"Partenaire stratégique",0.3417,-222558.84,93207.28,870950.65,"Servier","Pharmaceutique"
"566062183","BR",2025,"Succursale",0.7219,-197959.08,-20969.46,22280.51,"Orange","Télécommunications"
"676822243","US",2023,"Partenaire stratégique",0.665,-221593.44,-18346.28,605254.62,"Société_Française_97","Santé"
"414429749","MX",2025,"Joint Venture",0.7187,33474.32,-24323.23,719896.65,"SNCF","Transport ferroviaire"
"700998588","HK",2023,"Partenaire stratégique",0.092,-12889.66,-54858.32,760088.22,"Société_Française_146","Services"
"581392676","AU",2025,"Autre",0.7456,-154570.16,15637.02,325875.42,"Kering","Luxe"
"836586521","ES",2024,"Filiale",0.5006,-3569.02,-169447.86,820837.14,"Société_Française_79","Technologie"
"663658596","CA",2025,"Succursale",0.4916,144029.92,120130.77,501927.9,"Dior","Luxe"
"464357789","HK",2023,"Succursale",0.1896,63611.41,2007.63,889465.3,"Société_Française_77","Culture"
"440873661","GB",2025,"Filiale",0.4989,-178978.43,-117981.8,524384.27,"Société_Française_94","Commerce"
"503082497","GB",2023,"Filiale",0.2401,25863.78,63438.2,405970.38,"Nexity","Immobilier"
"469116354","SE",2025,"Maison Mère",0.4962,53127.25,52680.54,515059.07,"Société_Française_93","Hôtellerie"
"518566719","DE",2024,"Joint Venture",0.2039,24195.93,100768.71,885588.42,"Hermès International","Luxe"
"557866768","AU",2023,"Maison Mère",0.3945,-159143.04,-63618.07,151971.79,"Société_Française_104","Santé"
"807180823","IN",2024,"Filiale",0.849,415670.12,-9676.89,214078.11,"Société_Française_102","Industrie"
"356174702","JP",2024,"Filiale",NA,-183292.33,-46646.87,542003.99,"Danone","Agroalimentaire"
"630180145","US",2023,"Maison Mère",0.6086,94976.81,18485.56,647273.65,"Société_Française_116","Santé"
"395721344","IT",2025,"Joint Venture",NA,315547.52,-88658.21,681888,"Société_Française_133","Culture"
"711765658","CN",2025,"Maison Mère",0.7101,6669.78,-55353.22,399802.38,"Yves Saint Laurent","Luxe"
"354223695","AU",2023,"Partenaire stratégique",0.7129,3567.95,82437.2,143410.67,"Société_Française_85","Culture"
"508284398","CH",2023,"Joint Venture",0.0963,95613.26,-3736.48,424539.12,"Société_Française_124","Environnement"
"700998588","US",2025,"Partenaire stratégique",0.9348,-416337.43,-121162.19,1312993.06,"Société_Française_146","Services"
"648451828","IT",2024,"Partenaire stratégique",0.7741,-68110.75,-48599.82,899737.59,"M6","Médias"
"405807560","PL",2024,"Autre",0.3934,119339.77,175249.79,805280.87,"EDF","Énergie"
"516233750","PL",2023,"Filiale",NA,-47326.61,-29456.99,478257.72,"SFR","Télécommunications"
"774235526","US",2023,"Partenaire stratégique",0.8745,28796.08,16696.38,276051.69,"Chanel","Luxe"
"663658596","SG",2024,"Partenaire stratégique",0.181,-55115.05,-20540.81,379308.2,"Dior","Luxe"
"508162482","BE",2025,"Partenaire stratégique",0.3185,184027.78,-92951,372486.53,"LVMH","Luxe"
"714974780","HK",2024,"Autre",0.766,-175378.54,88054.67,424179.52,"Société_Française_98","Culture"
"694567969","DE",2025,"Filiale",0.656,-234908.58,-26321.62,1048733.72,"Société_Française_117","Transport"
"647310851","HK",2025,"Joint Venture",0.9586,-168889.06,-224536.48,684237.06,"Société_Française_105","Transport"
"767464543","IT",2023,"Partenaire stratégique",0.6808,-102192.63,-27544.67,582742.67,"La Poste","Logistique"
"561267069","NL",2023,"Joint Venture",0.1471,118109.26,151282.25,290565.53,"Eurofins","Laboratoires"
"608751238","US",2023,"Maison Mère",0.9609,-61140.43,-140545.42,245082.44,"Société_Française_125","Services"
"877640240","PL",2025,"Succursale",0.7438,32399.93,76277.38,457896.94,"Société_Française_140","Technologie"
"536511620","AU",2023,"Succursale",0.7563,-106701.33,-28151.21,850994.02,"Sodexo","Restauration collective"
"476518783","ES",2023,"Succursale",0.1798,-172362.79,112593.51,393046.51,"Société_Française_147","Construction"
"877640240","US",2025,"Autre",0.2626,53838.4,73422.19,140825.59,"Société_Française_140","Technologie"
"616907383","ES",2024,"Filiale",0.8241,-97427.6,104856.81,532742.86,"Lactalis","Agroalimentaire"
"714974780","ZA",2025,"Partenaire stratégique",0.623,-27082.98,21910.22,829455.69,"Société_Française_98","Culture"
"877218337","BE",2025,"Maison Mère",0.4045,-149004.05,100858.93,464274.22,"Société_Française_91","Environnement"
"625605306","MX",2024,"Autre",0.7457,-24774.58,-87939.67,450207.07,"Société_Française_118","Énergie"
"315788838","GB",2024,"Succursale",0.7274,-1307.6,199047.69,354810.5,"Société_Française_80","Énergie"
"630180145","DE",2025,"Succursale",0.4656,36156.31,5609.86,596426.94,"Société_Française_116","Santé"
"338158626","MX",2023,"Joint Venture",0.3797,73388.05,123200.89,13684.67,"Suez","Services environnementaux"
"629877872","HK",2024,"Autre",0.7243,2842.04,-31649.73,525200.69,"Société_Française_110","Hôtellerie"
"521430532","MX",2025,"Partenaire stratégique",0.2206,28871.41,-24652.6,694164.76,"Société_Française_89","Énergie"
"616907383","ZA",2024,"Autre",0.2952,-15360.79,94635.83,612741.82,"Lactalis","Agroalimentaire"
"896319729","IT",2025,"Partenaire stratégique",0.5316,-341998.31,-14618.76,893254.04,"Bolloré","Multisectoriel"
"793532236","IN",2025,"Partenaire stratégique",0.4053,-182529.08,-50397.58,852526.36,"Publicis Groupe","Publicité"
"647310851","SG",2024,"Maison Mère",0.7232,62945.09,102983.43,333398.65,"Société_Française_105","Transport"
"702445345","BR",2023,"Partenaire stratégique",0.2858,-139208.83,-64227.66,519682.84,"Air France-KLM","Transport aérien"
"329870562","JP",2024,"Maison Mère",0.2382,62300.16,-3119.41,5081.59,"Société_Française_103","Énergie"
"676822243","CN",2023,"Joint Venture",0.6158,40769.7,-10573.07,701991.29,"Société_Française_97","Santé"
"720493468","SE",2024,"Maison Mère",0.8522,210037.99,73684.73,539573.33,"Faurecia","Équipement automobile"
"356174702","DE",2023,"Succursale",0.0785,-8740.2,-23869.71,571030.02,"Danone","Agroalimentaire"
"823568584","CA",2025,"Partenaire stratégique",0.0645,76387.39,10769.86,829507.81,"Société_Française_86","Énergie"
